id_season,player_id,season_name,country,championship_name,player_code,player_href,attacking_overall__apps,attacking_overall__mins,attacking_overall__goals,attacking_overall__xg,attacking_overall__goals_vs_xg,attacking_overall__shots,attacking_overall__sot,attacking_overall__conv_pct,attacking_overall__xg_per_shot,attacking_non_penalty__goals,attacking_non_penalty__xg,attacking_non_penalty__goals_vs_xg,attacking_non_penalty__shots,attacking_non_penalty__sot,attacking_non_penalty__conv_pct,attacking_non_penalty__xg_per_shot,passing_overall__open_play_passes__total,passing_overall__open_play_passes__successful,passing_overall__open_play_passes__pct,passing_overall__in_final_third__total,passing_overall__in_final_third__successful,passing_overall__in_final_third__pct,passing_overall__crosses__total,passing_overall__crosses__successful,passing_overall__crosses__pct,passing_overall__through_balls,passing_chance creation__assists__total,passing_chance creation__assists__op,passing_chance creation__chances_created__total,passing_chance creation__chances_created__op,passing_chance creation__xa__total,passing_chance creation__xa__op,defending_overall__tackles,defending_overall__interceptions,defending_overall__pos_won,defending_overall__blocks,defending_overall__clearances,defending_overall__ground_duels__total,defending_overall__ground_duels__won,defending_overall__ground_duels__pct,defending_overall__aerial_duels__total,defending_overall__aerial_duels__won,defending_overall__aerial_duels__pct,defending_discipline__yellows,defending_discipline__reds,defending_discipline__fouls,defending_discipline__pens,carrying__all_carries__total,carrying__all_carries__distance_(m),carrying__all_carries__avg_(m),carrying__progressive__total,carrying__progressive__distance_(m),carrying__progressive__avg_(m),carrying__ended_with__shot,carrying__ended_with__goal,carrying__ended_with__chance,carrying__ended_with__assist,dob,age,current_club,affiliation,position,goalkeeping__apps,goalkeeping__mins,goalkeeping__goals_conceded,goalkeeping__saves_made,goalkeeping__save_pct,goalkeeping__xgot_conceded,goalkeeping__goals_prevented,goalkeeping__gp_rate
4,201666,2025/26,Angleterre,Premier League,harvey barnes,/football/player/sc-201666/harvey-barnes,33.0,1790.0,0.25,0.32,-0.07,2.61,0.91,9.62,0.12,0.25,0.32,-0.07,2.61,0.91,9.62,0.12,26.6,21.27,80.0,14.28,10.86,76.1,3.57,0.7,19.7,0.1,0.0,0.0,0.96,0.96,0.12,0.12,0.65,0.15,3.17,0.05,0.8,6.23,2.31,37.1,0.96,0.3,31.6,0.05,0.0,0.8,0.0,13.07,159.4,12.2,7.44,89.9,0.6,0.55,0.0,0.2,0.0,"December 09, 1997",28.0,Newcastle,England,Midfielder,,,,,,,,
4,201658,2025/26,Angleterre,Premier League,marcus tavernier,/football/player/sc-201658/marcus-tavernier,30.0,2394.0,0.23,0.32,-0.09,2.37,0.75,9.52,0.13,0.15,0.26,-0.11,2.29,0.68,6.56,0.11,36.73,30.41,82.8,17.52,13.83,79.0,2.18,0.3,13.8,0.34,0.15,0.11,1.62,1.28,0.14,0.13,1.35,0.56,5.0,0.19,1.32,8.53,3.76,44.1,2.18,0.83,37.9,0.19,0.0,1.05,0.0,13.23,155.0,11.7,6.32,73.3,0.4,0.68,0.0,0.56,0.0,"March 22, 1999",27.0,Bournemouth,England,Midfielder,,,,,,,,
4,223340,2025/26,Angleterre,Premier League,bukayo saka,/football/player/sc-223340/bukayo-saka,28.0,2010.0,0.27,0.31,-0.05,2.87,1.16,9.38,0.11,0.22,0.28,-0.06,2.82,1.12,7.94,0.1,30.81,23.64,76.7,18.13,13.52,74.6,2.78,0.9,32.3,0.13,0.13,0.13,2.37,1.88,0.26,0.22,1.61,0.67,4.7,0.0,0.45,11.24,6.09,54.2,2.19,0.99,44.9,0.04,0.0,1.3,0.0,16.75,201.1,12.0,8.73,94.4,0.5,1.25,0.09,0.99,0.13,"September 05, 2001",24.0,Arsenal,England,Attacker,,,,,,,,
4,446008,2025/26,Angleterre,Premier League,bryan mbeumo,/football/player/sc-446008/bryan-mbeumo,29.0,2377.0,0.34,0.31,0.03,2.31,1.14,14.75,0.14,0.34,0.31,0.03,2.31,1.14,14.75,0.14,28.36,22.38,78.9,14.05,10.45,74.4,1.89,0.49,26.0,0.49,0.11,0.11,1.63,0.98,0.17,0.13,0.91,0.27,3.07,0.04,0.53,6.13,2.5,40.7,3.22,0.53,16.5,0.15,0.0,0.83,0.0,9.73,111.0,11.4,5.07,52.9,0.4,0.45,0.08,0.42,0.08,"August 07, 1999",26.0,Man Utd,Cameroon,Attacker,,,,,,,,
4,608181,2025/26,Angleterre,Premier League,stefanos tzimas,/football/player/sc-608181/stefanos-tzimas,9.0,133.0,0.68,0.31,0.37,2.71,0.68,25.0,0.12,0.68,0.31,0.37,2.71,0.68,25.0,0.12,16.24,11.5,70.8,7.44,4.06,54.5,0.68,0.0,0.0,0.68,0.68,0.0,4.06,3.38,0.08,0.08,2.03,0.0,6.77,0.68,0.68,14.21,3.38,23.8,1.35,0.0,0.0,0.0,0.0,2.71,0.0,8.8,99.0,11.3,2.71,25.9,6.5,0.0,0.0,0.0,0.0,"January 06, 2006",20.0,Brighton,Greece,Attacker,,,,,,,,
4,624773,2025/26,Angleterre,Premier League,estevao,/football/player/sc-624773/estevao,22.0,845.0,0.21,0.31,-0.1,2.98,0.85,7.14,0.1,0.21,0.31,-0.1,2.98,0.85,7.14,0.1,28.76,23.22,80.7,15.02,11.4,75.9,0.75,0.43,57.1,0.11,0.21,0.21,1.7,1.49,0.23,0.23,1.17,0.43,3.83,0.0,0.53,14.06,5.22,37.1,1.81,0.32,17.6,0.43,0.0,1.28,0.0,15.44,201.1,13.0,9.27,123.9,1.4,1.81,0.11,0.75,0.11,"April 24, 2007",18.0,Chelsea,Brazil,Attacker,,,,,,,,
4,611922,2025/26,Angleterre,Premier League,rio ngumoha,/football/player/sc-611922/rio-ngumoha,15.0,306.0,0.59,0.3,0.29,2.94,1.76,20.0,0.1,0.59,0.3,0.29,2.94,1.76,20.0,0.1,39.71,33.53,84.4,27.65,23.24,84.0,4.12,1.47,35.7,0.0,0.0,0.0,3.24,3.24,0.52,0.52,0.59,0.29,3.53,0.29,0.59,13.82,8.53,61.7,1.18,0.0,0.0,0.0,0.0,0.88,0.0,30.59,363.4,11.9,16.18,172.2,3.1,0.88,0.29,2.35,0.0,"August 29, 2008",17.0,Liverpool,England,Attacker,,,,,,,,
4,519895,2025/26,Angleterre,Premier League,oliver sonne,/football/player/sc-519895/oliver-sonne,7.0,165.0,0.55,0.3,0.25,1.64,0.55,33.33,0.18,0.55,0.3,0.25,1.64,0.55,33.33,0.18,32.18,21.27,66.1,14.18,8.18,57.7,2.73,0.55,20.0,0.0,0.0,0.0,0.55,0.55,0.05,0.05,1.09,0.55,2.18,0.0,2.18,6.0,1.64,27.3,3.82,2.73,71.4,0.0,0.0,2.18,0.0,7.09,49.0,6.9,4.36,18.5,2.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
4,435997,2025/26,Angleterre,Premier League,noah okafor,/football/player/sc-435997/noah-okafor,27.0,1503.0,0.42,0.3,0.12,1.98,0.84,21.21,0.15,0.42,0.3,0.12,1.98,0.84,21.21,0.15,18.38,14.01,76.2,8.08,5.93,73.3,2.1,0.36,17.1,0.12,0.06,0.06,1.08,1.02,0.07,0.07,1.32,0.66,3.41,0.06,0.96,11.02,4.49,40.8,1.8,0.72,40.0,0.18,0.0,1.08,0.0,12.87,187.6,14.6,7.78,116.9,0.9,0.42,0.0,0.48,0.0,"May 24, 2000",25.0,Leeds,Switzerland,Attacker,,,,,,,,
4,222531,2025/26,Angleterre,Premier League,morgan gibbs white,/football/player/sc-222531/morgan-gibbs-white,34.0,2909.0,0.4,0.29,0.11,2.32,0.87,17.33,0.13,0.37,0.27,0.1,2.29,0.84,16.22,0.12,34.99,28.46,81.3,17.02,12.81,75.3,1.21,0.28,23.1,0.25,0.09,0.09,1.39,1.21,0.07,0.07,0.59,0.34,3.19,0.06,0.96,5.75,2.51,43.5,3.59,1.24,34.5,0.03,0.0,0.74,0.0,9.65,113.6,11.8,5.41,63.0,0.4,0.25,0.03,0.34,0.0,"January 27, 2000",26.0,Nottm Forest,England,Midfielder,,,,,,,,
4,209244,2025/26,Angleterre,Premier League,phil foden,/football/player/sc-209244/phil-foden,28.0,1832.0,0.34,0.28,0.06,2.51,0.84,13.73,0.11,0.34,0.28,0.06,2.51,0.84,13.73,0.11,52.27,46.03,88.1,19.26,15.57,80.9,1.08,0.2,18.2,0.64,0.15,0.1,2.26,1.33,0.2,0.12,1.47,0.39,4.32,0.15,0.59,7.47,3.88,52.0,1.03,0.29,28.6,0.2,0.0,0.84,0.0,12.33,123.3,10.0,5.75,52.6,0.4,0.69,0.05,0.34,0.05,"May 28, 2000",25.0,Man City,England,Midfielder,,,,,,,,
4,533463,2025/26,Angleterre,Premier League,dango ouattara,/football/player/sc-533463/dango-ouattara,28.0,1988.0,0.23,0.28,-0.05,2.04,0.72,11.11,0.14,0.23,0.28,-0.05,2.04,0.72,11.11,0.14,19.65,12.27,62.4,9.64,5.21,54.0,3.3,0.45,13.7,0.14,0.14,0.09,1.13,0.81,0.18,0.15,0.86,1.04,3.53,0.0,2.08,8.51,3.3,38.8,4.26,2.08,48.9,0.23,0.0,1.13,0.0,8.92,116.2,13.0,5.61,68.2,0.5,0.59,0.05,0.36,0.09,"February 11, 2002",24.0,Brentford,Burkina Faso,Attacker,,,,,,,,
4,244042,2025/26,Angleterre,Premier League,rodrigo muniz,/football/player/sc-244042/rodrigo-muniz,17.0,751.0,0.12,0.28,-0.16,3.0,0.48,4.0,0.09,0.12,0.28,-0.16,3.0,0.48,4.0,0.09,11.62,5.03,43.3,6.11,2.76,45.1,0.24,0.0,0.0,0.0,0.12,0.12,0.96,0.84,0.02,0.02,0.72,0.24,1.68,0.36,2.64,5.87,2.4,40.8,13.66,7.07,51.8,0.12,0.0,1.44,0.0,2.28,24.1,10.6,1.56,17.6,1.4,0.12,0.0,0.0,0.0,"May 04, 2001",24.0,Fulham,Brazil,Attacker,,,,,,,,
4,660392,2025/26,Angleterre,Premier League,christantus uche,/football/player/sc-660392/christantus-uche,14.0,159.0,0.0,0.28,-0.28,3.4,1.13,0.0,0.08,0.0,0.28,-0.28,3.4,1.13,0.0,0.08,33.4,19.81,59.3,18.68,9.62,51.5,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.57,0.0,5.09,0.0,1.7,15.28,4.53,29.6,11.89,4.53,38.1,0.0,0.0,2.26,0.0,10.75,103.2,9.6,6.23,62.1,5.6,0.0,0.0,0.0,0.0,"May 19, 2003",22.0,Crystal Palace,Nigeria,Midfielder,,,,,,,,
4,195384,2025/26,Angleterre,Premier League,mikel merino,/football/player/sc-195384/mikel-merino,21.0,999.0,0.36,0.27,0.09,1.89,0.72,19.05,0.14,0.36,0.27,0.09,1.89,0.72,19.05,0.14,31.98,24.23,75.8,13.24,8.65,65.3,0.36,0.0,0.0,0.99,0.27,0.27,1.08,0.81,0.13,0.13,2.34,0.9,4.95,0.18,1.71,9.01,4.59,51.0,6.4,2.52,39.4,0.09,0.0,1.89,0.0,5.68,57.2,10.1,2.43,22.7,0.8,0.09,0.0,0.18,0.09,"June 22, 1996",29.0,Arsenal,Spain,Midfielder,,,,,,,,
4,243298,2025/26,Angleterre,Premier League,cody gakpo,/football/player/sc-243298/cody-gakpo,32.0,2416.0,0.22,0.27,-0.04,2.91,0.71,7.69,0.09,0.22,0.27,-0.04,2.91,0.71,7.69,0.09,25.89,20.41,78.8,15.27,12.0,78.5,2.09,0.26,12.5,0.19,0.19,0.15,1.83,1.53,0.17,0.15,1.01,0.37,2.91,0.11,0.71,7.45,3.69,49.5,3.43,1.9,55.4,0.07,0.0,1.49,0.0,14.08,164.9,11.7,7.56,72.0,0.4,1.49,0.07,0.6,0.04,"May 07, 1999",26.0,Liverpool,Netherlands,Attacker,,,,,,,,
4,230376,2025/26,Angleterre,Premier League,jhon arias,/football/player/sc-230376/jhon-arias,23.0,1121.0,0.08,0.26,-0.18,1.28,0.24,6.25,0.2,0.08,0.26,-0.18,1.28,0.24,6.25,0.2,32.03,28.66,89.5,10.28,8.83,85.9,1.2,0.24,20.0,0.0,0.0,0.0,0.88,0.8,0.05,0.04,3.45,0.64,4.66,0.16,1.2,11.0,4.82,43.8,2.25,0.8,35.7,0.08,0.0,2.01,0.0,9.47,117.6,12.4,5.06,56.5,0.9,0.24,0.0,0.24,0.0,,,,,,,,,,,,,
4,564406,2025/26,Angleterre,Premier League,eliezer mayenda,/football/player/sc-564406/eliezer-mayenda,19.0,755.0,0.24,0.26,-0.02,1.55,0.72,15.38,0.16,0.24,0.26,-0.02,1.55,0.72,15.38,0.16,10.13,6.68,65.9,4.77,2.62,55.0,0.12,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.03,0.03,0.6,0.12,1.67,0.12,0.6,9.3,3.22,34.6,5.25,1.79,34.1,0.0,0.0,0.72,0.0,6.91,89.8,13.0,4.77,64.0,1.6,0.48,0.0,0.36,0.0,"May 08, 2005",20.0,Sunderland,Spain,Attacker,,,,,,,,
4,430871,2025/26,Angleterre,Premier League,matheus cunha,/football/player/sc-430871/matheus-cunha,30.0,2246.0,0.32,0.25,0.07,3.13,1.28,10.26,0.08,0.32,0.25,0.07,3.13,1.28,10.26,0.08,31.62,25.53,80.7,13.54,10.3,76.0,1.56,0.32,20.5,0.32,0.08,0.08,1.16,1.08,0.11,0.11,1.4,0.72,4.53,0.12,0.76,10.22,4.93,48.2,2.76,1.12,40.6,0.12,0.0,0.84,0.0,15.03,191.5,12.7,8.9,119.4,0.5,1.28,0.12,0.36,0.08,"May 27, 1999",26.0,Man Utd,Brazil,Attacker,,,,,,,,
4,116216,2025/26,Angleterre,Premier League,leandro trossard,/football/player/sc-116216/leandro-trossard,28.0,1737.0,0.26,0.25,0.01,2.28,0.57,11.36,0.11,0.26,0.25,0.01,2.28,0.57,11.36,0.11,33.99,25.8,75.9,18.91,12.95,68.5,2.59,0.57,22.0,0.52,0.26,0.21,1.66,1.4,0.14,0.14,1.35,0.47,3.58,0.16,0.73,8.86,3.94,44.4,0.78,0.31,40.0,0.05,0.0,0.67,0.0,13.11,152.5,11.6,6.32,56.5,0.5,0.67,0.05,0.67,0.21,"December 04, 1994",31.0,Arsenal,Belgium,Attacker,,,,,,,,
4,494595,2025/26,Angleterre,Premier League,florian wirtz,/football/player/sc-494595/florian-wirtz,30.0,2257.0,0.2,0.25,-0.05,1.83,0.68,10.87,0.14,0.2,0.25,-0.05,1.83,0.68,10.87,0.14,53.71,45.5,84.7,27.59,22.17,80.3,0.64,0.0,0.0,0.48,0.12,0.12,2.27,2.03,0.2,0.19,1.24,0.4,4.23,0.08,0.52,7.42,3.43,46.2,1.67,0.24,14.3,0.04,0.0,0.8,0.0,13.48,146.5,10.9,5.86,53.1,0.4,0.48,0.04,0.8,0.04,"May 03, 2003",22.0,Liverpool,Germany,Midfielder,,,,,,,,
4,441264,2025/26,Angleterre,Premier League,brian brobbey,/football/player/sc-441264/brian-brobbey,27.0,1631.0,0.33,0.25,0.08,1.49,0.77,22.22,0.17,0.33,0.25,0.08,1.49,0.77,22.22,0.17,12.31,8.72,70.8,5.9,3.64,61.7,0.11,0.0,0.0,0.0,0.06,0.06,0.61,0.55,0.03,0.03,0.44,0.0,2.21,0.28,0.55,5.68,2.15,37.9,6.95,3.09,44.4,0.28,0.0,1.27,0.06,3.86,40.1,10.4,1.6,9.6,0.3,0.11,0.0,0.11,0.0,"February 01, 2002",24.0,Sunderland,Netherlands,Attacker,,,,,,,,
4,209289,2025/26,Angleterre,Premier League,emile smith rowe,/football/player/sc-209289/emile-smith-rowe,33.0,1654.0,0.16,0.25,-0.08,1.69,0.49,9.68,0.15,0.16,0.25,-0.08,1.69,0.49,9.68,0.15,43.69,39.78,91.0,15.83,14.04,88.7,0.54,0.05,10.0,0.0,0.0,0.0,0.98,0.98,0.06,0.06,1.52,1.2,3.21,0.05,0.82,5.82,2.83,48.6,0.98,0.33,33.3,0.05,0.0,0.44,0.0,12.19,127.2,10.4,6.09,55.6,0.5,0.33,0.0,0.22,0.0,"July 28, 2000",25.0,Fulham,England,Midfielder,,,,,,,,
4,493105,2025/26,Angleterre,Premier League,alejandro garnacho,/football/player/sc-493105/alejandro-garnacho,23.0,1267.0,0.07,0.25,-0.17,2.34,0.5,3.03,0.1,0.07,0.25,-0.17,2.34,0.5,3.03,0.1,33.39,29.19,87.5,17.26,14.49,84.0,4.19,0.57,13.6,0.0,0.28,0.28,2.06,1.78,0.26,0.26,0.99,0.28,3.13,0.0,0.43,7.46,3.62,48.6,1.14,0.21,18.8,0.14,0.0,0.64,0.0,20.46,253.7,12.4,11.86,152.7,0.9,0.92,0.07,1.35,0.28,"July 01, 2004",21.0,Chelsea,Argentina,Attacker,,,,,,,,
4,510281,2025/26,Angleterre,Premier League,savinho,/football/player/sc-510281/savinho,20.0,606.0,0.0,0.24,-0.24,2.23,1.49,0.0,0.11,0.0,0.24,-0.24,2.23,1.49,0.0,0.11,41.73,34.9,83.6,21.83,17.38,79.6,4.46,0.89,20.0,0.45,0.15,0.15,0.89,0.59,0.19,0.19,1.04,0.74,4.9,0.0,0.89,9.8,3.86,39.4,0.59,0.0,0.0,0.3,0.0,1.19,0.0,23.02,310.3,13.5,16.04,200.9,1.9,0.59,0.0,0.59,0.0,"April 10, 2004",21.0,Man City,Brazil,Attacker,,,,,,,,
4,482973,2025/26,Angleterre,Premier League,igor jesus,/football/player/sc-482973/igor-jesus,33.0,2012.0,0.22,0.24,-0.01,2.68,0.67,8.33,0.09,0.22,0.24,-0.01,2.68,0.67,8.33,0.09,16.55,11.9,71.9,6.67,4.34,65.1,0.4,0.13,33.3,0.0,0.18,0.13,0.58,0.4,0.05,0.05,0.94,0.13,2.19,0.18,1.25,7.16,2.86,40.0,8.86,3.44,38.9,0.04,0.0,1.66,0.0,4.61,45.8,9.9,2.37,24.4,0.5,0.4,0.04,0.04,0.0,"February 25, 2001",25.0,Nottm Forest,Brazil,Attacker,,,,,,,,
4,444884,2025/26,Angleterre,Premier League,harvey elliott,/football/player/sc-444884/harvey-elliott,5.0,110.0,0.0,0.24,-0.24,4.09,0.0,0.0,0.06,0.0,0.24,-0.24,4.09,0.0,0.0,0.06,67.09,56.45,84.2,40.91,33.55,82.0,2.45,0.82,33.3,0.82,0.0,0.0,0.82,0.82,0.07,0.07,0.0,0.0,3.27,0.82,0.82,2.45,1.64,66.7,1.64,0.82,50.0,0.0,0.0,0.0,0.0,22.09,219.9,10.0,8.18,88.2,8.8,0.0,0.0,0.0,0.0,"April 04, 2003",23.0,Aston Villa,England,Midfielder,,,,,,,,
4,514254,2025/26,Angleterre,Premier League,diego gomez,/football/player/sc-514254/diego-gomez,30.0,2052.0,0.22,0.24,-0.02,1.58,0.61,13.89,0.15,0.22,0.24,-0.02,1.58,0.61,13.89,0.15,31.4,24.56,78.2,10.26,6.84,66.7,0.83,0.26,31.6,0.09,0.04,0.0,0.92,0.83,0.07,0.07,3.38,0.7,4.56,0.13,1.18,9.87,4.56,46.2,3.9,2.28,58.4,0.39,0.0,2.11,0.04,7.89,86.0,10.9,3.95,39.3,0.4,0.13,0.0,0.26,0.0,"March 27, 2003",23.0,Brighton,Paraguay,Midfielder,,,,,,,,
4,532529,2025/26,Angleterre,Premier League,jack hinshelwood,/football/player/sc-532529/jack-hinshelwood,23.0,1418.0,0.13,0.24,-0.11,1.78,0.63,7.14,0.13,0.13,0.24,-0.11,1.78,0.63,7.14,0.13,34.97,29.01,82.9,11.3,8.12,71.9,0.44,0.0,0.0,0.25,0.19,0.19,0.76,0.57,0.12,0.12,1.08,0.32,3.43,0.25,1.33,5.27,1.84,34.9,1.97,0.7,35.5,0.0,0.0,2.03,0.0,8.57,88.5,10.3,4.51,43.5,0.6,0.06,0.0,0.06,0.0,"April 11, 2005",20.0,Brighton,England,Midfielder,,,,,,,,
4,440323,2025/26,Angleterre,Premier League,armando broja,/football/player/sc-440323/armando-broja,23.0,835.0,0.11,0.23,-0.12,1.72,0.65,6.25,0.13,0.11,0.23,-0.12,1.72,0.65,6.25,0.13,15.41,10.78,69.9,8.19,5.39,65.8,0.32,0.11,33.3,0.0,0.11,0.0,0.43,0.32,0.02,0.02,0.65,0.32,2.69,0.0,0.97,8.84,3.13,35.4,11.75,3.66,31.2,0.0,0.0,1.29,0.0,8.19,100.6,12.3,4.31,48.2,1.2,0.54,0.0,0.22,0.0,"September 10, 2001",24.0,Burnley,Albania,Attacker,,,,,,,,
4,493250,2025/26,Angleterre,Premier League,amad diallo,/football/player/sc-493250/amad-diallo,28.0,2044.0,0.09,0.23,-0.14,2.11,0.88,4.17,0.11,0.09,0.23,-0.14,2.11,0.88,4.17,0.11,35.97,31.7,88.1,15.41,12.95,84.0,1.41,0.35,25.0,0.13,0.09,0.09,1.67,1.45,0.16,0.15,1.54,0.66,4.54,0.09,1.28,8.63,4.62,53.6,1.23,0.48,39.3,0.09,0.0,0.79,0.0,15.41,187.1,12.1,8.67,87.8,0.4,1.01,0.0,0.75,0.04,"July 11, 2002",23.0,Man Utd,Côte d'Ivoire,Attacker,,,,,,,,
4,483081,2025/26,Angleterre,Premier League,rodrigo gomes,/football/player/sc-483081/rodrigo-gomes,18.0,725.0,0.37,0.23,0.14,1.99,0.74,18.75,0.11,0.37,0.23,0.14,1.99,0.74,18.75,0.11,24.7,18.87,76.4,10.68,7.45,69.8,2.61,0.25,9.5,0.0,0.0,0.0,0.37,0.37,0.04,0.04,2.23,0.74,2.73,0.25,1.49,7.45,3.6,48.3,2.86,0.74,26.1,0.0,0.0,0.5,0.0,9.93,117.3,11.8,5.21,63.4,1.5,0.5,0.12,0.12,0.0,"July 07, 2003",22.0,Wolves,Portugal,Defender,,,,,,,,
4,433036,2025/26,Angleterre,Premier League,tijjani reijnders,/football/player/sc-433036/tijjani-reijnders,26.0,1499.0,0.3,0.23,0.07,2.46,0.9,12.2,0.09,0.3,0.23,0.07,2.46,0.9,12.2,0.09,44.61,39.63,88.8,18.19,15.07,82.8,0.84,0.12,14.3,0.42,0.12,0.12,1.02,0.66,0.14,0.09,0.6,0.6,3.24,0.0,1.14,6.42,2.64,41.1,0.48,0.18,37.5,0.12,0.0,1.08,0.0,13.63,158.6,11.6,7.44,86.2,0.7,0.72,0.06,0.12,0.06,"July 29, 1998",27.0,Man City,Netherlands,Midfielder,,,,,,,,
4,215439,2025/26,Angleterre,Premier League,tomas soucek,/football/player/sc-215439/tomas-soucek,31.0,1865.0,0.24,0.23,0.01,1.01,0.58,23.81,0.22,0.24,0.23,0.01,1.01,0.58,23.81,0.22,36.63,28.33,77.3,11.0,6.51,59.2,0.58,0.0,0.0,0.05,0.0,0.0,0.43,0.43,0.02,0.02,1.64,0.77,2.75,0.53,3.62,5.69,2.61,45.8,5.26,3.04,57.8,0.1,0.05,1.54,0.0,4.73,45.4,9.6,1.93,10.7,0.3,0.05,0.0,0.0,0.0,"February 27, 1995",31.0,West Ham,Czechia,Midfielder,,,,,,,,
4,489888,2025/26,Angleterre,Premier League,amine adli,/football/player/sc-489888/amine-adli,28.0,1049.0,0.26,0.22,0.03,1.72,0.77,15.0,0.13,0.26,0.22,0.03,1.72,0.77,15.0,0.13,34.49,26.6,77.1,15.36,10.72,69.8,2.14,0.17,8.0,0.26,0.09,0.09,1.37,1.2,0.14,0.13,2.92,0.51,5.15,0.17,1.46,10.04,5.49,54.7,4.72,2.49,52.7,0.17,0.0,2.23,0.0,9.69,125.3,12.9,4.89,65.6,1.2,0.34,0.0,0.26,0.0,"May 10, 2000",25.0,Bournemouth,Morocco,Attacker,,,,,,,,
4,222683,2025/26,Angleterre,Premier League,justin kluivert,/football/player/sc-222683/justin-kluivert,18.0,920.0,0.2,0.22,-0.02,1.57,0.39,12.5,0.14,0.2,0.22,-0.02,1.57,0.39,12.5,0.14,32.48,26.51,81.6,16.34,13.01,79.6,2.05,0.49,23.8,0.39,0.0,0.0,2.05,1.86,0.15,0.13,0.98,0.39,4.3,0.1,0.2,8.02,2.93,36.6,2.74,0.59,21.4,0.39,0.0,1.47,0.0,9.88,121.2,12.3,4.79,63.8,1.3,0.29,0.1,0.68,0.0,"May 05, 1999",26.0,Bournemouth,Netherlands,Attacker,,,,,,,,
4,154566,2025/26,Angleterre,Premier League,dominic solanke,/football/player/sc-154566/dominic-solanke,15.0,1000.0,0.27,0.22,0.05,1.8,0.99,15.0,0.12,0.27,0.22,0.05,1.8,0.99,15.0,0.12,14.22,10.53,74.0,6.84,4.95,72.4,0.18,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.03,0.03,1.98,0.27,3.06,0.18,0.99,7.74,3.96,51.2,5.49,1.8,32.8,0.09,0.0,1.08,0.0,6.84,83.9,12.3,3.24,30.4,0.8,0.63,0.09,0.09,0.0,"September 14, 1997",28.0,Spurs,England,Attacker,,,,,,,,
4,435973,2025/26,Angleterre,Premier League,lyle foster,/football/player/sc-435973/lyle-foster,25.0,1351.0,0.2,0.22,-0.02,1.33,0.4,15.0,0.16,0.2,0.22,-0.02,1.33,0.4,15.0,0.16,18.32,13.06,71.3,8.59,5.26,61.2,0.4,0.07,16.7,0.07,0.13,0.13,0.67,0.53,0.03,0.03,1.07,0.27,2.73,0.2,1.33,7.19,2.53,35.2,6.4,1.8,28.1,0.27,0.0,1.47,0.0,5.4,64.4,11.9,2.53,32.2,0.8,0.27,0.0,0.2,0.0,"September 03, 2000",25.0,Burnley,South Africa,Attacker,,,,,,,,
4,513433,2025/26,Angleterre,Premier League,brajan gruda,/football/player/sc-513433/brajan-gruda,18.0,715.0,0.13,0.22,-0.09,2.01,0.76,6.25,0.11,0.13,0.22,-0.09,2.01,0.76,6.25,0.11,31.22,24.42,78.2,15.61,11.33,72.6,0.88,0.25,28.6,0.25,0.13,0.13,2.01,1.64,0.11,0.11,1.76,0.25,5.03,0.0,0.25,14.35,6.04,42.1,1.38,1.01,72.7,0.25,0.0,1.38,0.0,15.61,186.2,11.9,9.31,97.3,1.3,0.88,0.0,1.38,0.13,"May 31, 2004",21.0,Leipzig,Germany,Attacker,,,,,,,,
4,232413,2025/26,Angleterre,Premier League,eberechi eze,/football/player/sc-232413/eberechi-eze,29.0,1667.0,0.38,0.22,0.16,2.86,0.92,13.21,0.08,0.38,0.22,0.16,2.86,0.92,13.21,0.08,30.5,25.37,83.2,13.88,10.69,77.0,0.38,0.11,28.6,0.92,0.11,0.11,0.76,0.65,0.14,0.14,0.97,0.54,3.73,0.05,0.54,7.29,4.16,57.0,1.67,0.49,29.0,0.05,0.0,0.86,0.0,10.74,116.8,10.9,4.59,41.8,0.5,0.54,0.05,0.16,0.05,"June 29, 1998",27.0,Arsenal,England,Midfielder,,,,,,,,
4,208706,2025/26,Angleterre,Premier League,bruno guimaraes,/football/player/sc-208706/bruno-guimaraes,25.0,2121.0,0.38,0.21,0.17,1.44,0.76,26.47,0.15,0.3,0.15,0.15,1.36,0.68,21.88,0.11,52.91,45.95,86.8,20.75,16.55,79.8,1.27,0.3,23.3,0.76,0.17,0.13,1.74,1.15,0.17,0.12,2.29,0.55,4.71,0.04,1.27,10.35,5.3,51.2,1.4,0.47,33.3,0.21,0.0,1.49,0.0,15.62,151.6,9.7,7.51,66.9,0.4,0.17,0.0,0.51,0.08,"November 16, 1997",28.0,Newcastle,Brazil,Midfielder,,,,,,,,
